surfaces,tiers,odds_min,odds_max,edge_thresh,staking,bets,win_rate,roi,clv,sharpe,total_pnl,total_staked
Clay+Grass,ATP 500,1.5,4.0,0.03,quarter-Kelly,269,0.4201,-16.34,10.403,-2.104,-1.138,6.964
Clay+Grass,ATP 500+Masters 1000,1.5,2.75,0.07,quarter-Kelly,201,0.4279,-16.34,12.844,-2.45,-1.152,7.049
Clay+Grass,ATP 250+ATP 500,1.5,4.0,0.03,quarter-Kelly,269,0.4201,-16.34,10.403,-2.104,-1.138,6.964
Clay+Grass,ATP 250+ATP 500,2.25,3.0,0.07,half-Kelly,57,0.3509,-16.34,12.909,-0.59,-0.407,2.491
Clay+Grass,ATP 250+ATP 500,2.25,3.0,0.07,quarter-Kelly,57,0.3509,-16.34,12.909,-0.59,-0.203,1.246
Clay+Grass,ATP 250+ATP 500,1.5,4.0,0.03,half-Kelly,269,0.4201,-16.34,10.403,-2.104,-2.275,13.929
Clay+Grass,ATP 500+Masters 1000,1.5,2.75,0.07,half-Kelly,201,0.4279,-16.34,12.844,-2.45,-2.304,14.098
Clay+Grass,ATP 250+ATP 500+Masters 1000,1.5,2.75,0.07,quarter-Kelly,201,0.4279,-16.34,12.844,-2.45,-1.152,7.049
Clay+Grass,ATP 500+Grand Slam+Masters 1000,2.5,3.5,0.05,flat,84,0.2976,-16.35,12.624,-1.159,-13.73,84.0
Clay+Grass,ATP 250+ATP 500+Grand Slam,1.5,2.0,0.03,quarter-Kelly,131,0.542,-16.35,9.627,-1.293,-0.748,4.572
Clay+Grass,ATP 250+ATP 500+Grand Slam,1.5,2.0,0.03,half-Kelly,131,0.542,-16.35,9.627,-1.293,-1.495,9.143
Clay+Grass,ATP 500+Grand Slam,1.5,2.0,0.03,quarter-Kelly,131,0.542,-16.35,9.627,-1.293,-0.748,4.572
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,3.5,0.05,flat,84,0.2976,-16.35,12.624,-1.159,-13.73,84.0
Clay+Grass,ATP 500+Grand Slam,1.5,2.0,0.03,half-Kelly,131,0.542,-16.35,9.627,-1.293,-1.495,9.143
Clay,Masters 1000,1.5,3.5,0.05,flat,67,0.4328,-16.36,11.25,-1.332,-10.96,67.0
Clay+Grass,ATP 250+ATP 500+Masters 1000,1.5,3.5,0.04,half-Kelly,316,0.4051,-16.36,10.771,-3.161,-2.855,17.449
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,3.0,0.05,flat,107,0.3271,-16.36,12.665,-1.404,-17.51,107.0
Clay+Grass,Masters 1000,1.5,3.5,0.05,flat,67,0.4328,-16.36,11.25,-1.332,-10.96,67.0
Clay+Grass,ATP 250+ATP 500+Grand Slam,2.25,3.75,0.03,flat,143,0.3147,-16.36,11.076,-1.563,-23.4,143.0
Clay+Grass,ATP 500,1.5,3.5,0.04,flat,239,0.41,-16.36,10.897,-2.414,-39.11,239.0
Clay+Hard,Grand Slam,1.75,3.5,0.03,flat,61,0.3443,-16.36,12.496,-1.076,-9.98,61.0
Clay,ATP 250+ATP 500+Masters 1000,1.75,3.5,0.06,quarter-Kelly,135,0.363,-16.36,12.383,-1.872,-0.577,3.525
Clay,ATP 250+Masters 1000,1.5,3.5,0.05,flat,67,0.4328,-16.36,11.25,-1.332,-10.96,67.0
Clay,ATP 250+ATP 500+Masters 1000,1.75,3.5,0.06,half-Kelly,135,0.363,-16.36,12.383,-1.872,-1.153,7.051
Clay+Hard,ATP 250+Grand Slam,1.75,3.5,0.03,flat,61,0.3443,-16.36,12.496,-1.076,-9.98,61.0
Clay+Grass,ATP 250+Masters 1000,1.5,3.5,0.05,flat,67,0.4328,-16.36,11.25,-1.332,-10.96,67.0
Clay+Grass,ATP 250+ATP 500,1.5,3.5,0.04,flat,239,0.41,-16.36,10.897,-2.414,-39.11,239.0
Clay+Grass,ATP 500+Masters 1000,1.5,3.5,0.04,quarter-Kelly,316,0.4051,-16.36,10.771,-3.161,-1.428,8.724
Clay+Grass,ATP 500+Grand Slam+Masters 1000,2.25,3.0,0.05,flat,107,0.3271,-16.36,12.665,-1.404,-17.51,107.0
Clay+Grass,ATP 500+Grand Slam,2.25,3.75,0.03,flat,143,0.3147,-16.36,11.076,-1.563,-23.4,143.0
Clay,ATP 500+Masters 1000,1.75,3.5,0.06,quarter-Kelly,135,0.363,-16.36,12.383,-1.872,-0.577,3.525
Clay,ATP 500+Masters 1000,1.75,3.5,0.06,half-Kelly,135,0.363,-16.36,12.383,-1.872,-1.153,7.051
Clay+Grass,ATP 250+ATP 500+Masters 1000,1.5,3.5,0.04,quarter-Kelly,316,0.4051,-16.36,10.771,-3.161,-1.428,8.724
Clay+Grass,ATP 500+Masters 1000,1.5,3.5,0.04,half-Kelly,316,0.4051,-16.36,10.771,-3.161,-2.855,17.449
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,4.0,0.05,flat,221,0.3303,-16.37,13.348,-2.004,-36.18,221.0
Grass+Hard,ATP 500+Grand Slam,2.0,4.0,0.05,flat,221,0.3303,-16.37,13.348,-2.004,-36.18,221.0
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.04,half-Kelly,245,0.4122,-16.38,10.754,-3.2,-2.297,14.025
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.04,quarter-Kelly,245,0.4122,-16.38,10.754,-3.2,-1.148,7.013
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.0,0.06,quarter-Kelly,232,0.5129,-16.38,11.798,-1.995,-1.537,9.385
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.0,0.06,half-Kelly,232,0.5129,-16.38,11.798,-1.995,-3.074,18.769
Clay+Grass,ATP 500,1.5,3.0,0.06,flat,181,0.4144,-16.38,12.326,-2.143,-29.65,181.0
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.05,quarter-Kelly,315,0.4159,-16.38,11.987,-2.873,-1.569,9.578
Clay,ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.04,quarter-Kelly,245,0.4122,-16.38,10.754,-3.2,-1.148,7.013
Clay+Grass,ATP 250+ATP 500,2.25,4.0,0.05,half-Kelly,90,0.3222,-16.38,11.936,-0.922,-0.535,3.265
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,2.0,0.06,half-Kelly,232,0.5129,-16.38,11.798,-1.995,-3.074,18.769
Clay+Grass,ATP 250+ATP 500,2.25,4.0,0.05,quarter-Kelly,90,0.3222,-16.38,11.936,-0.922,-0.267,1.632
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,2.0,0.06,quarter-Kelly,232,0.5129,-16.38,11.798,-1.995,-1.537,9.385
Clay+Hard,ATP 500+Grand Slam+Masters 1000,1.75,2.25,0.06,flat,215,0.4279,-16.38,13.27,-2.471,-35.22,215.0
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.05,half-Kelly,315,0.4159,-16.38,11.987,-2.873,-3.139,19.156
Clay+Grass,ATP 500,2.25,4.0,0.05,half-Kelly,90,0.3222,-16.38,11.936,-0.922,-0.535,3.265
Clay+Grass,ATP 500,2.25,4.0,0.05,quarter-Kelly,90,0.3222,-16.38,11.936,-0.922,-0.267,1.632
Clay+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,2.25,0.06,flat,215,0.4279,-16.38,13.27,-2.471,-35.22,215.0
Clay+Grass,ATP 250+ATP 500,1.5,3.0,0.06,flat,181,0.4144,-16.38,12.326,-2.143,-29.65,181.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.05,quarter-Kelly,315,0.4159,-16.38,11.987,-2.873,-1.569,9.578
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.05,half-Kelly,315,0.4159,-16.38,11.987,-2.873,-3.139,19.156
Clay,ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.04,half-Kelly,245,0.4122,-16.38,10.754,-3.2,-2.297,14.025
Clay,ATP 250+ATP 500+Masters 1000,1.75,2.5,0.06,half-Kelly,94,0.3936,-16.39,12.73,-1.767,-0.943,5.754
Clay,ATP 250+ATP 500+Masters 1000,1.75,2.5,0.06,quarter-Kelly,94,0.3936,-16.39,12.73,-1.767,-0.471,2.877
Clay,ATP 500+Masters 1000,1.75,2.5,0.06,quarter-Kelly,94,0.3936,-16.39,12.73,-1.767,-0.471,2.877
Clay+Grass+Hard,ATP 500+Grand Slam,2.0,4.0,0.04,half-Kelly,355,0.3183,-16.39,12.347,-3.01,-2.412,14.71
Clay+Grass+Hard,ATP 500+Grand Slam,2.0,4.0,0.04,quarter-Kelly,355,0.3183,-16.39,12.347,-3.01,-1.206,7.355
Clay,ATP 500+Masters 1000,1.75,2.5,0.06,half-Kelly,94,0.3936,-16.39,12.73,-1.767,-0.943,5.754
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,4.0,0.04,quarter-Kelly,355,0.3183,-16.39,12.347,-3.01,-1.206,7.355
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,4.0,0.04,half-Kelly,355,0.3183,-16.39,12.347,-3.01,-2.412,14.71
Grass+Hard,ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.03,quarter-Kelly,90,0.4111,-16.4,12.797,-1.038,-0.413,2.517
Clay,ATP 500+Masters 1000,1.75,3.75,0.03,quarter-Kelly,193,0.3472,-16.4,10.325,-2.478,-0.668,4.072
Clay,ATP 500+Masters 1000,1.75,3.75,0.03,half-Kelly,193,0.3472,-16.4,10.325,-2.478,-1.336,8.144
Grass+Hard,ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.03,half-Kelly,90,0.4111,-16.4,12.797,-1.038,-0.825,5.034
Clay,ATP 250+ATP 500+Masters 1000,1.75,2.75,0.05,half-Kelly,122,0.377,-16.4,11.872,-2.032,-1.09,6.65
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.03,quarter-Kelly,90,0.4111,-16.4,12.797,-1.038,-0.413,2.517
Clay,ATP 250+ATP 500+Masters 1000,1.75,2.75,0.05,quarter-Kelly,122,0.377,-16.4,11.872,-2.032,-0.545,3.325
Clay,ATP 250+ATP 500+Masters 1000,1.75,3.75,0.03,quarter-Kelly,193,0.3472,-16.4,10.325,-2.478,-0.668,4.072
Clay,ATP 500,2.0,4.0,0.06,flat,77,0.3247,-16.4,12.178,-1.167,-12.63,77.0
Clay,ATP 250+ATP 500,2.0,4.0,0.06,flat,77,0.3247,-16.4,12.178,-1.167,-12.63,77.0
Clay+Hard,ATP 500+Grand Slam,1.75,2.25,0.05,half-Kelly,176,0.4432,-16.4,12.67,-1.834,-1.892,11.536
Clay+Hard,ATP 500+Grand Slam,1.75,2.25,0.05,quarter-Kelly,176,0.4432,-16.4,12.67,-1.834,-0.946,5.768
Clay,ATP 250+ATP 500+Masters 1000,1.5,3.25,0.07,half-Kelly,167,0.4192,-16.4,12.363,-2.334,-1.82,11.095
Clay,ATP 250+ATP 500+Masters 1000,1.5,3.25,0.07,quarter-Kelly,167,0.4192,-16.4,12.363,-2.334,-0.91,5.547
Clay,ATP 500+Masters 1000,1.75,2.75,0.05,half-Kelly,122,0.377,-16.4,11.872,-2.032,-1.09,6.65
Clay,ATP 500+Masters 1000,1.75,2.75,0.05,quarter-Kelly,122,0.377,-16.4,11.872,-2.032,-0.545,3.325
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.03,half-Kelly,90,0.4111,-16.4,12.797,-1.038,-0.825,5.034
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.75,2.25,0.05,half-Kelly,176,0.4432,-16.4,12.67,-1.834,-1.892,11.536
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.75,2.25,0.05,quarter-Kelly,176,0.4432,-16.4,12.67,-1.834,-0.946,5.768
Clay,ATP 500+Masters 1000,1.5,3.25,0.07,quarter-Kelly,167,0.4192,-16.4,12.363,-2.334,-0.91,5.547
Clay,ATP 500+Masters 1000,1.5,3.25,0.07,half-Kelly,167,0.4192,-16.4,12.363,-2.334,-1.82,11.095
Clay,ATP 250+ATP 500+Masters 1000,1.75,3.75,0.03,half-Kelly,193,0.3472,-16.4,10.325,-2.478,-1.336,8.144
Clay+Grass,ATP 500,1.75,3.25,0.03,flat,172,0.3721,-16.41,10.909,-1.943,-28.22,172.0
Clay+Grass,ATP 250+ATP 500,1.75,3.25,0.03,flat,172,0.3721,-16.41,10.909,-1.943,-28.22,172.0
Clay+Grass,ATP 500,1.75,3.75,0.06,quarter-Kelly,150,0.3533,-16.41,12.618,-1.765,-0.626,3.813
Clay+Grass,ATP 500,1.75,3.75,0.06,half-Kelly,150,0.3533,-16.41,12.618,-1.765,-1.252,7.626
Grass+Hard,ATP 500+Grand Slam+Masters 1000,1.75,2.25,0.06,quarter-Kelly,168,0.4405,-16.41,13.732,-1.721,-0.962,5.861
Grass+Hard,ATP 500+Grand Slam+Masters 1000,1.75,2.25,0.06,half-Kelly,168,0.4405,-16.41,13.732,-1.721,-1.923,11.721
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,2.25,0.06,half-Kelly,168,0.4405,-16.41,13.732,-1.721,-1.923,11.721
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,2.25,0.06,quarter-Kelly,168,0.4405,-16.41,13.732,-1.721,-0.962,5.861
Clay+Grass,ATP 250+ATP 500,1.75,3.75,0.06,quarter-Kelly,150,0.3533,-16.41,12.618,-1.765,-0.626,3.813
Clay+Grass,ATP 250+ATP 500,1.75,3.75,0.06,half-Kelly,150,0.3533,-16.41,12.618,-1.765,-1.252,7.626
Clay+Grass,ATP 250+ATP 500,1.5,3.25,0.03,quarter-Kelly,247,0.4372,-16.42,10.358,-2.01,-1.104,6.726
Clay+Grass,ATP 250+ATP 500,1.5,3.25,0.03,half-Kelly,247,0.4372,-16.42,10.358,-2.01,-2.209,13.452
Clay,ATP 500+Grand Slam+Masters 1000,1.5,3.75,0.07,quarter-Kelly,200,0.4,-16.42,12.82,-2.323,-1.036,6.307
Grass,ATP 250+ATP 500,2.0,4.0,0.04,flat,50,0.34,-16.42,12.175,-0.982,-8.21,50.0
Grass,ATP 250+ATP 500,1.5,2.75,0.05,flat,59,0.4068,-16.42,13.14,-1.216,-9.69,59.0
Grass,ATP 500+Masters 1000,2.0,3.5,0.03,flat,50,0.34,-16.42,12.06,-0.982,-8.21,50.0
Grass,ATP 500+Masters 1000,2.0,3.75,0.04,flat,50,0.34,-16.42,12.175,-0.982,-8.21,50.0
Grass,ATP 500,2.0,3.75,0.04,flat,50,0.34,-16.42,12.175,-0.982,-8.21,50.0
Grass,ATP 250+ATP 500+Masters 1000,2.0,3.5,0.03,flat,50,0.34,-16.42,12.06,-0.982,-8.21,50.0
Clay,ATP 500+Grand Slam+Masters 1000,1.5,3.75,0.07,half-Kelly,200,0.4,-16.42,12.82,-2.323,-2.071,12.614
Clay+Grass,ATP 500,1.5,3.25,0.03,half-Kelly,247,0.4372,-16.42,10.358,-2.01,-2.209,13.452
Clay,ATP 250+ATP 500,1.5,3.5,0.04,flat,163,0.4172,-16.42,10.4,-2.028,-26.76,163.0
Grass,ATP 250+ATP 500+Masters 1000,1.5,2.75,0.05,flat,59,0.4068,-16.42,13.14,-1.216,-9.69,59.0
Grass,ATP 500,2.0,4.0,0.04,flat,50,0.34,-16.42,12.175,-0.982,-8.21,50.0
Grass,ATP 500,2.0,3.5,0.03,flat,50,0.34,-16.42,12.06,-0.982,-8.21,50.0
Grass,ATP 500+Masters 1000,1.5,2.75,0.05,flat,59,0.4068,-16.42,13.14,-1.216,-9.69,59.0
Grass,ATP 500+Masters 1000,2.0,4.0,0.04,flat,50,0.34,-16.42,12.175,-0.982,-8.21,50.0
Grass,ATP 250+ATP 500+Masters 1000,2.0,4.0,0.04,flat,50,0.34,-16.42,12.175,-0.982,-8.21,50.0
Grass,ATP 250+ATP 500,2.0,3.5,0.03,flat,50,0.34,-16.42,12.06,-0.982,-8.21,50.0
Grass,ATP 250+ATP 500,2.0,3.75,0.04,flat,50,0.34,-16.42,12.175,-0.982,-8.21,50.0
Grass,ATP 500,1.5,2.75,0.05,flat,59,0.4068,-16.42,13.14,-1.216,-9.69,59.0
Clay,ATP 250+ATP 500+Masters 1000,1.5,3.0,0.04,quarter-Kelly,223,0.417,-16.42,10.459,-3.071,-1.053,6.413
Clay,ATP 250+ATP 500+Masters 1000,1.5,3.0,0.04,half-Kelly,223,0.417,-16.42,10.459,-3.071,-2.106,12.826
Clay+Grass,ATP 500,1.5,3.25,0.03,quarter-Kelly,247,0.4372,-16.42,10.358,-2.01,-1.104,6.726
Grass,ATP 250+ATP 500+Masters 1000,2.0,3.75,0.04,flat,50,0.34,-16.42,12.175,-0.982,-8.21,50.0
Clay,ATP 500+Masters 1000,1.5,3.0,0.04,half-Kelly,223,0.417,-16.42,10.459,-3.071,-2.106,12.826
Clay,ATP 500+Masters 1000,1.5,3.0,0.04,quarter-Kelly,223,0.417,-16.42,10.459,-3.071,-1.053,6.413
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.75,0.07,half-Kelly,200,0.4,-16.42,12.82,-2.323,-2.071,12.614
Clay,ATP 500,1.5,3.5,0.04,flat,163,0.4172,-16.42,10.4,-2.028,-26.76,163.0
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.75,0.07,quarter-Kelly,200,0.4,-16.42,12.82,-2.323,-1.036,6.307
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.25,3.75,0.05,flat,155,0.3097,-16.43,12.999,-1.619,-25.46,155.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.06,half-Kelly,287,0.4146,-16.43,12.623,-2.656,-2.999,18.255
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,4.0,0.06,flat,205,0.3268,-16.43,13.965,-1.923,-33.69,205.0
Grass+Hard,ATP 500+Grand Slam,2.0,4.0,0.06,flat,205,0.3268,-16.43,13.965,-1.923,-33.69,205.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.06,quarter-Kelly,287,0.4146,-16.43,12.623,-2.656,-1.5,9.128
Grass+Hard,ATP 500+Grand Slam,2.25,3.75,0.05,flat,155,0.3097,-16.43,12.999,-1.619,-25.46,155.0
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.06,half-Kelly,287,0.4146,-16.43,12.623,-2.656,-2.999,18.255
Clay+Grass,ATP 500,1.75,3.75,0.03,flat,193,0.3575,-16.43,10.792,-1.975,-31.71,193.0
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.06,quarter-Kelly,287,0.4146,-16.43,12.623,-2.656,-1.5,9.128
Clay+Grass,ATP 250+ATP 500,1.75,3.75,0.03,flat,193,0.3575,-16.43,10.792,-1.975,-31.71,193.0
Clay,ATP 250+ATP 500,1.75,3.25,0.06,half-Kelly,90,0.3778,-16.44,12.304,-1.402,-0.809,4.919
Clay,ATP 250+ATP 500,1.75,3.25,0.06,quarter-Kelly,90,0.3778,-16.44,12.304,-1.402,-0.404,2.459
Clay,ATP 500,1.75,3.25,0.06,quarter-Kelly,90,0.3778,-16.44,12.304,-1.402,-0.404,2.459
Clay,ATP 500,1.75,3.25,0.06,half-Kelly,90,0.3778,-16.44,12.304,-1.402,-0.809,4.919
Clay,ATP 500,1.5,3.5,0.03,quarter-Kelly,180,0.4389,-16.44,9.748,-1.582,-0.765,4.656
Clay,ATP 500,1.5,3.5,0.03,half-Kelly,180,0.4389,-16.44,9.748,-1.582,-1.531,9.312
Clay,ATP 250+ATP 500,1.5,3.5,0.03,quarter-Kelly,180,0.4389,-16.44,9.748,-1.582,-0.765,4.656
Clay,ATP 250+ATP 500,1.5,3.5,0.03,half-Kelly,180,0.4389,-16.44,9.748,-1.582,-1.531,9.312
Grass,ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.05,quarter-Kelly,52,0.4808,-16.45,13.494,-0.708,-0.334,2.029
Grass,ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.05,half-Kelly,52,0.4808,-16.45,13.494,-0.708,-0.667,4.058
Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.05,quarter-Kelly,52,0.4808,-16.45,13.494,-0.708,-0.334,2.029
Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.05,half-Kelly,52,0.4808,-16.45,13.494,-0.708,-0.667,4.058
Grass,ATP 500+Grand Slam,1.75,3.25,0.04,half-Kelly,70,0.3714,-16.45,13.158,-1.078,-0.59,3.588
Grass,ATP 250+ATP 500+Grand Slam,1.5,2.25,0.05,quarter-Kelly,52,0.4808,-16.45,13.494,-0.708,-0.334,2.029
Grass,ATP 250+ATP 500+Grand Slam,1.5,2.25,0.05,half-Kelly,52,0.4808,-16.45,13.494,-0.708,-0.667,4.058
Grass,ATP 500+Grand Slam+Masters 1000,1.75,3.25,0.04,half-Kelly,70,0.3714,-16.45,13.158,-1.078,-0.59,3.588
Clay,ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.06,half-Kelly,61,0.2951,-16.45,12.968,-0.812,-0.342,2.081
Grass,ATP 500+Grand Slam,1.5,2.25,0.05,half-Kelly,52,0.4808,-16.45,13.494,-0.708,-0.667,4.058
Grass,ATP 500+Grand Slam,1.75,3.25,0.04,quarter-Kelly,70,0.3714,-16.45,13.158,-1.078,-0.295,1.794
Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,3.25,0.04,half-Kelly,70,0.3714,-16.45,13.158,-1.078,-0.59,3.588
Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,3.25,0.04,quarter-Kelly,70,0.3714,-16.45,13.158,-1.078,-0.295,1.794
Clay+Grass,ATP 250+ATP 500+Grand Slam,2.25,3.75,0.05,flat,116,0.3103,-16.45,12.729,-1.403,-19.08,116.0
Grass,ATP 250+ATP 500+Grand Slam,1.75,3.25,0.04,quarter-Kelly,70,0.3714,-16.45,13.158,-1.078,-0.295,1.794
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.06,quarter-Kelly,61,0.2951,-16.45,12.968,-0.812,-0.171,1.04
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.06,half-Kelly,61,0.2951,-16.45,12.968,-0.812,-0.342,2.081
Grass,ATP 250+ATP 500+Grand Slam,1.75,3.25,0.04,half-Kelly,70,0.3714,-16.45,13.158,-1.078,-0.59,3.588
Clay,ATP 250+ATP 500+Masters 1000,2.25,3.5,0.07,flat,58,0.3103,-16.45,12.971,-0.996,-9.54,58.0
Clay,ATP 500+Masters 1000,2.25,3.5,0.07,flat,58,0.3103,-16.45,12.971,-0.996,-9.54,58.0
Grass,ATP 500+Grand Slam,1.5,2.25,0.05,quarter-Kelly,52,0.4808,-16.45,13.494,-0.708,-0.334,2.029
Clay,ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.06,quarter-Kelly,61,0.2951,-16.45,12.968,-0.812,-0.171,1.04
Grass,ATP 500+Grand Slam+Masters 1000,1.75,3.25,0.04,quarter-Kelly,70,0.3714,-16.45,13.158,-1.078,-0.295,1.794
Clay+Grass,ATP 500+Grand Slam,2.25,3.75,0.05,flat,116,0.3103,-16.45,12.729,-1.403,-19.08,116.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,2.0,0.06,quarter-Kelly,107,0.4766,-16.46,12.587,-1.268,-0.636,3.864
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,2.0,0.06,half-Kelly,107,0.4766,-16.46,12.587,-1.268,-1.272,7.728
Clay,ATP 250+ATP 500+Masters 1000,1.75,2.75,0.03,half-Kelly,150,0.38,-16.46,10.404,-2.137,-1.174,7.133
Clay,ATP 500+Masters 1000,1.75,2.75,0.03,half-Kelly,150,0.38,-16.46,10.404,-2.137,-1.174,7.133
Clay+Grass+Hard,ATP 500+Grand Slam,1.75,2.0,0.06,half-Kelly,107,0.4766,-16.46,12.587,-1.268,-1.272,7.728
Clay,ATP 250+ATP 500+Masters 1000,1.75,2.75,0.03,quarter-Kelly,150,0.38,-16.46,10.404,-2.137,-0.587,3.566
Clay+Grass+Hard,ATP 500+Grand Slam,1.75,2.0,0.06,quarter-Kelly,107,0.4766,-16.46,12.587,-1.268,-0.636,3.864
Clay,ATP 500+Masters 1000,1.75,2.75,0.03,quarter-Kelly,150,0.38,-16.46,10.404,-2.137,-0.587,3.566
Clay,ATP 500+Masters 1000,2.5,3.5,0.03,half-Kelly,60,0.2833,-16.47,9.279,-1.196,-0.25,1.518
Clay,ATP 250+ATP 500+Masters 1000,2.5,3.5,0.03,half-Kelly,60,0.2833,-16.47,9.279,-1.196,-0.25,1.518
Clay,ATP 250+ATP 500+Masters 1000,1.5,3.25,0.05,flat,208,0.4279,-16.47,11.091,-2.367,-34.26,208.0
Clay+Hard,Grand Slam+Masters 1000,2.0,3.0,0.07,half-Kelly,97,0.3711,-16.47,13.756,-0.955,-0.808,4.903
Clay+Hard,Grand Slam+Masters 1000,2.0,3.0,0.07,quarter-Kelly,97,0.3711,-16.47,13.756,-0.955,-0.404,2.452
Clay,ATP 500+Masters 1000,1.5,3.25,0.05,flat,208,0.4279,-16.47,11.091,-2.367,-34.26,208.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.04,quarter-Kelly,74,0.3378,-16.47,12.61,-2.272,-0.337,2.048
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.04,half-Kelly,74,0.3378,-16.47,12.61,-2.272,-0.674,4.096
Clay,ATP 500,1.75,2.75,0.03,flat,106,0.3868,-16.47,10.61,-1.583,-17.46,106.0
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.5,0.05,quarter-Kelly,248,0.4435,-16.47,11.766,-2.884,-1.374,8.34
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.5,0.05,half-Kelly,248,0.4435,-16.47,11.766,-2.884,-2.747,16.679
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.04,quarter-Kelly,74,0.3378,-16.47,12.61,-2.272,-0.337,2.048
Clay+Grass,ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.04,half-Kelly,74,0.3378,-16.47,12.61,-2.272,-0.674,4.096
Clay+Hard,ATP 250+Grand Slam+Masters 1000,2.0,3.0,0.07,quarter-Kelly,97,0.3711,-16.47,13.756,-0.955,-0.404,2.452
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,2.5,0.05,half-Kelly,248,0.4435,-16.47,11.766,-2.884,-2.747,16.679
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,2.5,0.05,quarter-Kelly,248,0.4435,-16.47,11.766,-2.884,-1.374,8.34
Clay+Hard,ATP 250+Grand Slam+Masters 1000,2.0,3.0,0.07,half-Kelly,97,0.3711,-16.47,13.756,-0.955,-0.808,4.903
Clay,ATP 250+ATP 500,1.75,2.75,0.03,flat,106,0.3868,-16.47,10.61,-1.583,-17.46,106.0
Clay,ATP 500+Masters 1000,2.5,3.5,0.03,quarter-Kelly,60,0.2833,-16.47,9.279,-1.196,-0.125,0.759
Clay,ATP 250+ATP 500+Masters 1000,2.5,3.5,0.03,quarter-Kelly,60,0.2833,-16.47,9.279,-1.196,-0.125,0.759
Clay+Grass+Hard,ATP 250+ATP 500,2.0,4.0,0.04,flat,279,0.3333,-16.48,11.888,-2.292,-45.99,279.0
