surfaces,tiers,odds_min,odds_max,edge_thresh,staking,bets,win_rate,roi,clv,sharpe,total_pnl,total_staked
Clay+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.25,0.06,flat,198,0.3485,-13.71,13.721,-1.616,-27.15,198.0
Clay+Hard,ATP 500+Grand Slam+Masters 1000,1.75,2.5,0.07,flat,269,0.4164,-13.71,13.767,-2.179,-36.89,269.0
Grass+Hard,ATP 500+Grand Slam,2.0,3.75,0.06,half-Kelly,200,0.33,-13.71,13.987,-1.889,-1.296,9.458
Grass+Hard,ATP 500+Grand Slam,2.0,3.75,0.06,quarter-Kelly,200,0.33,-13.71,13.987,-1.889,-0.648,4.729
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.75,0.06,quarter-Kelly,200,0.33,-13.71,13.987,-1.889,-0.648,4.729
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.75,0.06,half-Kelly,200,0.33,-13.71,13.987,-1.889,-1.296,9.458
Clay+Hard,Grand Slam+Masters 1000,1.75,2.5,0.07,quarter-Kelly,98,0.4184,-13.71,13.359,-1.037,-0.428,3.123
Clay+Hard,ATP 500+Grand Slam,2.0,3.25,0.06,flat,198,0.3485,-13.71,13.721,-1.616,-27.15,198.0
Clay+Hard,Grand Slam+Masters 1000,1.75,2.5,0.07,half-Kelly,98,0.4184,-13.71,13.359,-1.037,-0.856,6.247
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.5,4.0,0.06,flat,105,0.2952,-13.71,13.175,-1.044,-14.4,105.0
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,2.0,4.0,0.04,quarter-Kelly,204,0.3333,-13.71,12.174,-1.467,-0.55,4.01
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,2.0,4.0,0.04,half-Kelly,204,0.3333,-13.71,12.174,-1.467,-1.1,8.02
Clay+Grass+Hard,Grand Slam+Masters 1000,2.0,4.0,0.04,quarter-Kelly,204,0.3333,-13.71,12.174,-1.467,-0.55,4.01
Clay+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,2.5,0.07,flat,269,0.4164,-13.71,13.767,-2.179,-36.89,269.0
Grass+Hard,ATP 500+Grand Slam,2.5,4.0,0.06,flat,105,0.2952,-13.71,13.175,-1.044,-14.4,105.0
Clay+Hard,ATP 250+Grand Slam+Masters 1000,1.75,2.5,0.07,half-Kelly,98,0.4184,-13.71,13.359,-1.037,-0.856,6.247
Clay+Grass+Hard,Grand Slam+Masters 1000,2.0,4.0,0.04,half-Kelly,204,0.3333,-13.71,12.174,-1.467,-1.1,8.02
Clay+Hard,ATP 250+Grand Slam+Masters 1000,1.75,2.5,0.07,quarter-Kelly,98,0.4184,-13.71,13.359,-1.037,-0.428,3.123
Clay+Grass,ATP 250+ATP 500+Grand Slam,2.0,2.25,0.04,quarter-Kelly,59,0.3559,-13.73,13.075,-1.74,-0.232,1.689
Clay+Grass,ATP 250+ATP 500+Grand Slam,2.0,2.25,0.04,half-Kelly,59,0.3559,-13.73,13.075,-1.74,-0.464,3.378
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,3.5,0.03,quarter-Kelly,490,0.3898,-13.73,11.317,-2.259,-1.55,11.288
Clay+Grass,ATP 500+Grand Slam,2.0,2.25,0.04,half-Kelly,59,0.3559,-13.73,13.075,-1.74,-0.464,3.378
Clay+Grass,ATP 500+Grand Slam,2.0,2.25,0.03,half-Kelly,59,0.3559,-13.73,13.075,-1.74,-0.464,3.378
Clay+Grass,ATP 500+Grand Slam,2.0,2.25,0.03,quarter-Kelly,59,0.3559,-13.73,13.075,-1.74,-0.232,1.689
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,3.5,0.03,half-Kelly,490,0.3898,-13.73,11.317,-2.259,-3.1,22.577
Clay+Hard,ATP 500+Grand Slam,1.75,3.5,0.06,half-Kelly,310,0.3903,-13.73,13.275,-1.829,-2.346,17.088
Grass,ATP 250+ATP 500+Masters 1000,1.5,2.75,0.03,flat,70,0.4286,-13.73,11.715,-1.118,-9.61,70.0
Clay+Grass+Hard,ATP 500,2.0,4.0,0.03,quarter-Kelly,311,0.3312,-13.73,11.027,-2.479,-0.804,5.856
Clay+Grass,ATP 250+ATP 500+Grand Slam,2.0,2.25,0.03,quarter-Kelly,59,0.3559,-13.73,13.075,-1.74,-0.232,1.689
Clay+Grass,ATP 500+Grand Slam,2.0,2.25,0.04,quarter-Kelly,59,0.3559,-13.73,13.075,-1.74,-0.232,1.689
Clay+Grass+Hard,ATP 500,2.0,4.0,0.03,half-Kelly,311,0.3312,-13.73,11.027,-2.479,-1.608,11.712
Clay+Grass,ATP 250+ATP 500+Grand Slam,2.0,2.25,0.03,half-Kelly,59,0.3559,-13.73,13.075,-1.74,-0.464,3.378
Clay+Grass,ATP 500+Grand Slam,2.5,4.0,0.04,half-Kelly,86,0.2907,-13.73,12.089,-1.134,-0.369,2.685
Clay+Grass,ATP 500+Grand Slam,2.5,4.0,0.04,quarter-Kelly,86,0.2907,-13.73,12.089,-1.134,-0.184,1.343
Clay+Hard,ATP 500+Grand Slam,1.75,3.5,0.06,quarter-Kelly,310,0.3903,-13.73,13.275,-1.829,-1.173,8.544
Grass,ATP 250+ATP 500,1.5,2.75,0.03,flat,70,0.4286,-13.73,11.715,-1.118,-9.61,70.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.75,3.5,0.06,half-Kelly,310,0.3903,-13.73,13.275,-1.829,-2.346,17.088
Grass,ATP 500+Masters 1000,1.5,2.75,0.03,flat,70,0.4286,-13.73,11.715,-1.118,-9.61,70.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.75,3.5,0.06,quarter-Kelly,310,0.3903,-13.73,13.275,-1.829,-1.173,8.544
Clay+Grass+Hard,ATP 250+ATP 500,2.0,4.0,0.03,half-Kelly,311,0.3312,-13.73,11.027,-2.479,-1.608,11.712
Clay+Grass+Hard,Grand Slam+Masters 1000,1.75,3.0,0.05,half-Kelly,175,0.4114,-13.73,12.839,-1.037,-1.306,9.506
Clay+Grass+Hard,ATP 500+Grand Slam,1.75,3.5,0.03,quarter-Kelly,490,0.3898,-13.73,11.317,-2.259,-1.55,11.288
Clay+Grass+Hard,ATP 500+Grand Slam,1.75,3.5,0.03,half-Kelly,490,0.3898,-13.73,11.317,-2.259,-3.1,22.577
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.75,3.0,0.05,quarter-Kelly,175,0.4114,-13.73,12.839,-1.037,-0.653,4.753
Clay+Grass+Hard,ATP 250+ATP 500,2.0,4.0,0.03,quarter-Kelly,311,0.3312,-13.73,11.027,-2.479,-0.804,5.856
Clay+Grass+Hard,Grand Slam+Masters 1000,1.75,3.0,0.05,quarter-Kelly,175,0.4114,-13.73,12.839,-1.037,-0.653,4.753
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.75,3.0,0.05,half-Kelly,175,0.4114,-13.73,12.839,-1.037,-1.306,9.506
Grass,ATP 500,1.5,2.75,0.03,flat,70,0.4286,-13.73,11.715,-1.118,-9.61,70.0
Clay+Grass,ATP 250+ATP 500+Grand Slam,2.5,4.0,0.04,quarter-Kelly,86,0.2907,-13.73,12.089,-1.134,-0.184,1.343
Clay+Grass,ATP 250+ATP 500+Grand Slam,2.5,4.0,0.04,half-Kelly,86,0.2907,-13.73,12.089,-1.134,-0.369,2.685
Clay,ATP 500+Grand Slam+Masters 1000,1.5,2.5,0.06,quarter-Kelly,162,0.463,-13.74,11.855,-1.964,-0.775,5.642
Clay,ATP 500+Grand Slam+Masters 1000,1.5,2.5,0.06,half-Kelly,162,0.463,-13.74,11.855,-1.964,-1.55,11.283
Clay+Hard,ATP 500+Masters 1000,2.5,4.0,0.03,flat,193,0.2953,-13.74,10.324,-1.417,-26.51,193.0
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.5,0.06,quarter-Kelly,162,0.463,-13.74,11.855,-1.964,-0.775,5.642
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.5,0.06,half-Kelly,162,0.463,-13.74,11.855,-1.964,-1.55,11.283
Clay+Grass,Grand Slam+Masters 1000,1.75,2.75,0.06,quarter-Kelly,59,0.3729,-13.74,14.442,-1.328,-0.246,1.79
Clay+Grass,ATP 250+Grand Slam+Masters 1000,1.75,2.75,0.06,half-Kelly,59,0.3729,-13.74,14.442,-1.328,-0.492,3.58
Clay+Grass,ATP 250+Grand Slam+Masters 1000,1.75,2.75,0.06,quarter-Kelly,59,0.3729,-13.74,14.442,-1.328,-0.246,1.79
Clay+Hard,ATP 250+ATP 500+Masters 1000,2.5,4.0,0.03,flat,193,0.2953,-13.74,10.324,-1.417,-26.51,193.0
Clay+Grass,Grand Slam+Masters 1000,1.75,2.75,0.06,half-Kelly,59,0.3729,-13.74,14.442,-1.328,-0.492,3.58
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,2.5,0.03,half-Kelly,521,0.4818,-13.75,10.527,-2.414,-4.318,31.413
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,2.5,0.03,quarter-Kelly,521,0.4818,-13.75,10.527,-2.414,-2.159,15.706
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.5,0.03,quarter-Kelly,521,0.4818,-13.75,10.527,-2.414,-2.159,15.706
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.5,0.03,half-Kelly,521,0.4818,-13.75,10.527,-2.414,-4.318,31.413
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,3.0,0.06,quarter-Kelly,333,0.4024,-13.75,13.466,-1.848,-1.331,9.677
Clay,ATP 500+Grand Slam,2.25,3.0,0.04,flat,57,0.3333,-13.75,11.472,-0.848,-7.84,57.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,3.0,0.06,half-Kelly,333,0.4024,-13.75,13.466,-1.848,-2.661,19.354
Clay+Hard,ATP 500+Grand Slam,2.0,3.0,0.04,flat,213,0.3568,-13.75,12.189,-1.718,-29.29,213.0
Clay+Grass+Hard,ATP 500+Grand Slam,1.75,3.0,0.06,quarter-Kelly,333,0.4024,-13.75,13.466,-1.848,-1.331,9.677
Clay,ATP 250+ATP 500+Grand Slam,2.25,3.0,0.04,flat,57,0.3333,-13.75,11.472,-0.848,-7.84,57.0
Clay+Grass+Hard,ATP 500+Grand Slam,1.75,3.0,0.06,half-Kelly,333,0.4024,-13.75,13.466,-1.848,-2.661,19.354
Clay+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.0,0.04,flat,213,0.3568,-13.75,12.189,-1.718,-29.29,213.0
Clay+Hard,ATP 500+Grand Slam,2.0,4.0,0.07,flat,214,0.3318,-13.77,14.302,-1.61,-29.46,214.0
Grass+Hard,ATP 500+Grand Slam,1.5,2.75,0.07,half-Kelly,268,0.4515,-13.77,13.895,-1.703,-2.697,19.59
Clay+Grass+Hard,ATP 250+ATP 500,2.0,3.75,0.06,flat,231,0.342,-13.77,13.141,-1.72,-31.82,231.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,2.0,4.0,0.07,flat,214,0.3318,-13.77,14.302,-1.61,-29.46,214.0
Grass+Hard,ATP 500+Grand Slam,1.5,2.75,0.07,quarter-Kelly,268,0.4515,-13.77,13.895,-1.703,-1.349,9.795
Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.75,0.07,half-Kelly,268,0.4515,-13.77,13.895,-1.703,-2.697,19.59
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,2.5,3.75,0.07,flat,77,0.2857,-13.77,15.037,-0.878,-10.6,77.0
Clay+Grass+Hard,Grand Slam+Masters 1000,2.5,3.75,0.07,flat,77,0.2857,-13.77,15.037,-0.878,-10.6,77.0
Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.75,0.07,quarter-Kelly,268,0.4515,-13.77,13.895,-1.703,-1.349,9.795
Clay+Grass+Hard,ATP 500,2.0,3.75,0.06,flat,231,0.342,-13.77,13.141,-1.72,-31.82,231.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,2.75,0.05,flat,218,0.367,-13.78,13.49,-1.784,-30.04,218.0
Clay,ATP 250+ATP 500+Grand Slam,2.25,4.0,0.06,flat,67,0.3134,-13.78,13.042,-0.87,-9.23,67.0
Clay+Hard,ATP 500+Grand Slam,2.0,3.0,0.05,half-Kelly,193,0.3679,-13.78,12.99,-1.294,-1.287,9.342
Clay+Hard,ATP 500+Grand Slam,2.0,3.0,0.05,quarter-Kelly,193,0.3679,-13.78,12.99,-1.294,-0.644,4.671
Clay+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.0,0.05,quarter-Kelly,193,0.3679,-13.78,12.99,-1.294,-0.644,4.671
Clay,ATP 250+ATP 500+Grand Slam,1.5,2.0,0.05,flat,76,0.5132,-13.78,10.539,-1.424,-10.47,76.0
Clay,ATP 250+Grand Slam+Masters 1000,1.5,3.5,0.04,quarter-Kelly,102,0.3725,-13.78,11.379,-2.63,-0.379,2.753
Clay,ATP 250+Grand Slam+Masters 1000,1.5,3.5,0.04,half-Kelly,102,0.3725,-13.78,11.379,-2.63,-0.759,5.506
Clay,ATP 500+Grand Slam,1.5,2.0,0.05,flat,76,0.5132,-13.78,10.539,-1.424,-10.47,76.0
Clay+Hard,ATP 250+ATP 500,2.0,4.0,0.05,flat,207,0.343,-13.78,12.608,-1.633,-28.53,207.0
Clay+Grass+Hard,ATP 500+Grand Slam,2.0,2.75,0.05,flat,218,0.367,-13.78,13.49,-1.784,-30.04,218.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.0,0.05,half-Kelly,193,0.3679,-13.78,12.99,-1.294,-1.287,9.342
Clay,ATP 500+Grand Slam,2.25,4.0,0.06,flat,67,0.3134,-13.78,13.042,-0.87,-9.23,67.0
Clay,Grand Slam+Masters 1000,1.5,3.5,0.04,quarter-Kelly,102,0.3725,-13.78,11.379,-2.63,-0.379,2.753
Clay,Grand Slam+Masters 1000,1.5,3.5,0.04,half-Kelly,102,0.3725,-13.78,11.379,-2.63,-0.759,5.506
Clay+Hard,ATP 500,2.0,4.0,0.05,flat,207,0.343,-13.78,12.608,-1.633,-28.53,207.0
Clay+Hard,Grand Slam+Masters 1000,1.75,3.0,0.05,half-Kelly,158,0.4114,-13.79,12.525,-1.019,-1.164,8.442
Clay+Grass,ATP 250+Grand Slam+Masters 1000,1.5,2.75,0.07,flat,80,0.45,-13.79,13.569,-1.256,-11.03,80.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.0,0.06,quarter-Kelly,230,0.3609,-13.79,13.856,-1.633,-0.819,5.937
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.0,0.06,half-Kelly,230,0.3609,-13.79,13.856,-1.633,-1.638,11.874
Clay+Hard,Grand Slam+Masters 1000,1.75,3.0,0.05,quarter-Kelly,158,0.4114,-13.79,12.525,-1.019,-0.582,4.221
Clay+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.03,flat,220,0.2955,-13.79,10.692,-1.522,-30.34,220.0
Clay+Hard,ATP 250+Grand Slam+Masters 1000,1.75,3.0,0.05,quarter-Kelly,158,0.4114,-13.79,12.525,-1.019,-0.582,4.221
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.75,3.75,0.04,flat,384,0.3776,-13.79,11.984,-2.363,-52.96,384.0
Clay+Hard,ATP 250+Grand Slam+Masters 1000,1.75,3.0,0.05,half-Kelly,158,0.4114,-13.79,12.525,-1.019,-1.164,8.442
Clay+Hard,ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.03,flat,220,0.2955,-13.79,10.692,-1.522,-30.34,220.0
Clay+Grass+Hard,ATP 500+Grand Slam,2.0,3.0,0.06,quarter-Kelly,230,0.3609,-13.79,13.856,-1.633,-0.819,5.937
Clay+Grass+Hard,ATP 500+Grand Slam,2.0,3.0,0.06,half-Kelly,230,0.3609,-13.79,13.856,-1.633,-1.638,11.874
Clay+Hard,ATP 500+Grand Slam,1.75,3.75,0.04,flat,384,0.3776,-13.79,11.984,-2.363,-52.96,384.0
Clay+Grass,Grand Slam+Masters 1000,1.5,2.75,0.07,flat,80,0.45,-13.79,13.569,-1.256,-11.03,80.0
Clay+Grass+Hard,ATP 250+ATP 500,1.5,2.0,0.07,half-Kelly,178,0.5225,-13.8,12.662,-1.454,-2.121,15.366
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,3.0,0.06,half-Kelly,56,0.3393,-13.8,13.192,-0.487,-0.303,2.198
Clay+Grass,ATP 500+Grand Slam+Masters 1000,2.5,3.0,0.06,half-Kelly,56,0.3393,-13.8,13.192,-0.487,-0.303,2.198
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,3.0,0.06,quarter-Kelly,56,0.3393,-13.8,13.192,-0.487,-0.152,1.099
Clay+Grass,ATP 500+Grand Slam,2.25,3.25,0.06,flat,90,0.3333,-13.8,13.007,-1.068,-12.42,90.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,2.5,3.0,0.06,quarter-Kelly,56,0.3393,-13.8,13.192,-0.487,-0.152,1.099
Grass+Hard,ATP 500,2.0,2.25,0.04,quarter-Kelly,53,0.4151,-13.8,13.618,-0.746,-0.217,1.575
Clay+Grass+Hard,ATP 500,1.5,2.0,0.07,quarter-Kelly,178,0.5225,-13.8,12.662,-1.454,-1.06,7.683
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,3.75,0.06,flat,522,0.4119,-13.8,12.842,-2.922,-72.03,522.0
Clay+Grass,ATP 250+ATP 500+Grand Slam,2.25,3.25,0.06,flat,90,0.3333,-13.8,13.007,-1.068,-12.42,90.0
Clay+Grass+Hard,ATP 500,1.5,2.0,0.07,half-Kelly,178,0.5225,-13.8,12.662,-1.454,-2.121,15.366
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,3.75,0.06,flat,522,0.4119,-13.8,12.842,-2.922,-72.03,522.0
Grass+Hard,ATP 250+ATP 500,2.0,2.25,0.04,half-Kelly,53,0.4151,-13.8,13.618,-0.746,-0.435,3.149
Grass+Hard,ATP 250+ATP 500,2.0,2.25,0.04,quarter-Kelly,53,0.4151,-13.8,13.618,-0.746,-0.217,1.575
Clay+Grass+Hard,ATP 250+ATP 500,1.5,2.0,0.07,quarter-Kelly,178,0.5225,-13.8,12.662,-1.454,-1.06,7.683
Grass+Hard,ATP 500,2.0,2.25,0.04,half-Kelly,53,0.4151,-13.8,13.618,-0.746,-0.435,3.149
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.75,0.06,half-Kelly,357,0.4566,-13.81,12.591,-2.093,-3.368,24.378
Clay+Grass,ATP 250+Masters 1000,1.5,2.5,0.04,flat,57,0.4737,-13.81,9.791,-1.118,-7.87,57.0
Clay,Masters 1000,1.5,2.5,0.04,flat,57,0.4737,-13.81,9.791,-1.118,-7.87,57.0
Clay,ATP 250+Masters 1000,1.5,2.5,0.04,flat,57,0.4737,-13.81,9.791,-1.118,-7.87,57.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.06,flat,81,0.3457,-13.81,13.35,-1.045,-11.19,81.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.75,0.06,quarter-Kelly,357,0.4566,-13.81,12.591,-2.093,-1.684,12.189
Clay+Hard,ATP 500+Grand Slam,1.5,2.75,0.06,half-Kelly,357,0.4566,-13.81,12.591,-2.093,-3.368,24.378
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.06,flat,81,0.3457,-13.81,13.35,-1.045,-11.19,81.0
Clay+Grass,Masters 1000,1.5,2.5,0.04,flat,57,0.4737,-13.81,9.791,-1.118,-7.87,57.0
Clay+Hard,ATP 500+Grand Slam,1.5,2.75,0.06,quarter-Kelly,357,0.4566,-13.81,12.591,-2.093,-1.684,12.189
Clay+Grass,ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.07,flat,80,0.3,-13.82,13.941,-0.93,-11.06,80.0
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.07,flat,80,0.3,-13.82,13.941,-0.93,-11.06,80.0
Clay+Hard,ATP 500+Grand Slam,1.5,2.5,0.05,half-Kelly,358,0.4777,-13.82,11.75,-2.274,-3.356,24.283
Clay+Hard,ATP 250+ATP 500,2.5,4.0,0.03,flat,123,0.3008,-13.82,10.086,-1.157,-17.0,123.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.5,0.05,quarter-Kelly,358,0.4777,-13.82,11.75,-2.274,-1.678,12.141
Clay,ATP 250+ATP 500+Masters 1000,1.5,2.5,0.06,flat,152,0.4671,-13.82,11.74,-1.806,-21.0,152.0
Clay,ATP 500+Masters 1000,1.5,2.5,0.06,flat,152,0.4671,-13.82,11.74,-1.806,-21.0,152.0
Clay+Hard,ATP 500+Grand Slam,1.5,2.5,0.06,flat,319,0.4608,-13.82,12.519,-2.6,-44.1,319.0
Clay+Hard,ATP 500+Grand Slam,1.5,2.5,0.05,quarter-Kelly,358,0.4777,-13.82,11.75,-2.274,-1.678,12.141
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.5,0.05,half-Kelly,358,0.4777,-13.82,11.75,-2.274,-3.356,24.283
Clay+Hard,ATP 500,2.5,4.0,0.03,flat,123,0.3008,-13.82,10.086,-1.157,-17.0,123.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.5,0.06,flat,319,0.4608,-13.82,12.519,-2.6,-44.1,319.0
Clay+Hard,ATP 500+Grand Slam,2.0,3.25,0.03,half-Kelly,268,0.3545,-13.83,11.239,-1.8,-1.488,10.761
Grass+Hard,ATP 500,1.75,2.0,0.06,quarter-Kelly,69,0.4928,-13.83,12.591,-0.649,-0.336,2.432
Grass+Hard,ATP 500,1.75,2.0,0.06,half-Kelly,69,0.4928,-13.83,12.591,-0.649,-0.673,4.864
Clay+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.25,0.03,quarter-Kelly,268,0.3545,-13.83,11.239,-1.8,-0.744,5.381
Clay+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.25,0.03,half-Kelly,268,0.3545,-13.83,11.239,-1.8,-1.488,10.761
Grass+Hard,ATP 250+ATP 500,1.75,2.0,0.06,half-Kelly,69,0.4928,-13.83,12.591,-0.649,-0.673,4.864
Clay+Grass+Hard,ATP 500+Grand Slam,2.0,3.0,0.07,quarter-Kelly,211,0.3602,-13.83,14.521,-1.575,-0.79,5.711
Clay+Grass+Hard,ATP 500+Grand Slam,2.0,3.0,0.07,half-Kelly,211,0.3602,-13.83,14.521,-1.575,-1.579,11.422
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.0,0.07,quarter-Kelly,211,0.3602,-13.83,14.521,-1.575,-0.79,5.711
Grass+Hard,ATP 250+ATP 500,1.75,2.0,0.06,quarter-Kelly,69,0.4928,-13.83,12.591,-0.649,-0.336,2.432
Clay+Hard,ATP 500+Grand Slam,2.0,3.25,0.03,quarter-Kelly,268,0.3545,-13.83,11.239,-1.8,-0.744,5.381
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.0,0.07,half-Kelly,211,0.3602,-13.83,14.521,-1.575,-1.579,11.422
Clay+Hard,ATP 500+Grand Slam,2.0,3.5,0.05,flat,233,0.3433,-13.84,12.918,-1.746,-32.25,233.0
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.06,flat,182,0.478,-13.84,12.359,-2.039,-25.18,182.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.06,flat,182,0.478,-13.84,12.359,-2.039,-25.18,182.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.5,0.05,flat,233,0.3433,-13.84,12.918,-1.746,-32.25,233.0
Clay+Hard,ATP 500+Grand Slam,2.0,3.25,0.05,quarter-Kelly,214,0.3551,-13.85,13.099,-1.528,-0.696,5.021
Clay+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.25,0.05,quarter-Kelly,214,0.3551,-13.85,13.099,-1.528,-0.696,5.021
Clay+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.25,0.05,half-Kelly,214,0.3551,-13.85,13.099,-1.528,-1.391,10.042
Clay+Hard,ATP 500+Grand Slam,2.0,3.25,0.05,half-Kelly,214,0.3551,-13.85,13.099,-1.528,-1.391,10.042
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.5,0.03,quarter-Kelly,223,0.4619,-13.86,9.846,-2.339,-0.897,6.476
Clay,ATP 500+Grand Slam+Masters 1000,1.5,2.5,0.03,quarter-Kelly,223,0.4619,-13.86,9.846,-2.339,-0.897,6.476
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,1.75,2.25,0.06,flat,215,0.4372,-13.86,13.267,-2.068,-29.8,215.0
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.5,0.03,half-Kelly,223,0.4619,-13.86,9.846,-2.339,-1.795,12.953
Clay+Hard,ATP 500,2.0,3.5,0.03,flat,243,0.3457,-13.86,10.757,-1.798,-33.67,243.0
Clay+Hard,ATP 250+ATP 500,2.0,3.5,0.03,flat,243,0.3457,-13.86,10.757,-1.798,-33.67,243.0
Clay+Grass+Hard,ATP 250+ATP 500,2.0,4.0,0.07,flat,211,0.3412,-13.86,13.987,-1.653,-29.24,211.0
Clay+Grass+Hard,ATP 500+Masters 1000,1.75,2.25,0.06,flat,215,0.4372,-13.86,13.267,-2.068,-29.8,215.0
Clay+Grass+Hard,ATP 500,2.0,4.0,0.07,flat,211,0.3412,-13.86,13.987,-1.653,-29.24,211.0
Clay,ATP 500+Grand Slam+Masters 1000,1.5,2.5,0.03,half-Kelly,223,0.4619,-13.86,9.846,-2.339,-1.795,12.953
Clay+Hard,Grand Slam+Masters 1000,2.5,3.25,0.05,flat,56,0.3036,-13.87,13.541,-0.792,-7.77,56.0
Grass+Hard,ATP 250+ATP 500,2.5,3.25,0.03,flat,76,0.3158,-13.87,11.217,-0.951,-10.54,76.0
Clay+Hard,ATP 250+Masters 1000,2.5,3.5,0.04,quarter-Kelly,57,0.2982,-13.87,11.198,-0.67,-0.119,0.855
Grass+Hard,ATP 500,2.5,3.25,0.03,flat,76,0.3158,-13.87,11.217,-0.951,-10.54,76.0
Hard,ATP 500+Grand Slam,2.0,3.75,0.04,flat,162,0.3395,-13.87,12.478,-1.444,-22.47,162.0
Clay+Grass+Hard,Masters 1000,2.5,3.5,0.04,half-Kelly,57,0.2982,-13.87,11.198,-0.67,-0.237,1.709
Clay,Grand Slam+Masters 1000,1.5,3.5,0.03,quarter-Kelly,114,0.3772,-13.87,10.56,-2.584,-0.396,2.858
Clay+Hard,ATP 250+Masters 1000,2.5,3.5,0.04,half-Kelly,57,0.2982,-13.87,11.198,-0.67,-0.237,1.709
Clay+Hard,Masters 1000,2.5,3.5,0.04,quarter-Kelly,57,0.2982,-13.87,11.198,-0.67,-0.119,0.855
Clay+Grass+Hard,ATP 250+Masters 1000,2.5,3.5,0.04,half-Kelly,57,0.2982,-13.87,11.198,-0.67,-0.237,1.709
Clay+Hard,Masters 1000,2.5,3.5,0.04,half-Kelly,57,0.2982,-13.87,11.198,-0.67,-0.237,1.709
Hard,ATP 250+ATP 500+Grand Slam,2.0,3.75,0.04,flat,162,0.3395,-13.87,12.478,-1.444,-22.47,162.0
Clay+Grass+Hard,Masters 1000,2.5,3.5,0.04,quarter-Kelly,57,0.2982,-13.87,11.198,-0.67,-0.119,0.855
